Key,English [en-GB]
GUI_RESULTS_TOTAL,Total
GUI_RESULTS_WIN,Victory!
GUI_RESULTS_XP,Ability XP Earned
GUI_RESUME,Resume
GUI_RESUME_CAMPAIGN,Resume Campaign
GUI_RESUME_LOCKED_TOOLTIP,You must have save data to resume your game
GUI_RETRY,Retry
GUI_ROUND_BONUSES,Round Bonuses
GUI_SCENARIO_MOD_SET_ELEMENTS_ALL,"{0} will be set to Strong, {1} will be set to Waning, and {2} will be set to Inert at {3}
"
GUI_SCENARIO_MOD_SET_ELEMENTS_INERT,"{0} will be set to Inert at {1}
"
GUI_SCENARIO_MOD_SET_ELEMENTS_STRONG,"{0} will be set to Strong at {1}
"
GUI_SCENARIO_MOD_SET_ELEMENTS_STRONG_INERT,"{0} will be set to Strong, {1} will be set to Inert at {2}
"
GUI_SCENARIO_MOD_SET_ELEMENTS_STRONG_WANING,"{0} will be set to Strong, {1} will be set to Waning at {2}
"
GUI_SCENARIO_MOD_SET_ELEMENTS_WANING,"{0} will be set to Waning at {1}
"
GUI_SCENARIO_MOD_SET_ELEMENTS_WANING_INERT,"{0} will be set to Waning, {1} will be set to Inert at {2}
"
GUI_SCENARIO_MOD_TRIGGER_ABILITY,"{0} ability will be triggered at {1}
"
GUI_SCENARIO_MOD_TRIGGER_END_ROUND,End of Round
GUI_SCENARIO_MOD_TRIGGER_END_TURN,End of Turn
GUI_SCENARIO_MOD_TRIGGER_START_ROUND,Start of Round
GUI_SCENARIO_MOD_TRIGGER_START_TURN,Start of Turn
GUI_SCENARIO_UNKNOWN,"This area is yet to be explored.
Dare you blindly scout this territory?"
GUI_SELECT_CHARACTER,Select Character
GUI_SELECT_CHARACTERS,Select Characters
GUI_SELL,Sell
GUI_SHORT_REST,Short Rest
GUI_SHORT_REST_CONFIRMATION,Perform Short Rest
GUI_SKIN_OFF_TOOLTIP,Default skin
GUI_SKIN_ON_TOOLTIP,Skin alt actived
GUI_SKIP,Skip
GUI_SKIP_ACTION,Skip Action
GUI_SKIP_ATTACK,Skip Attack
GUI_SKIP_FTUE,Skip FTUE
GUI_SKIP_MOVEMENT,Skip Movement
GUI_SKIP_PULL,Skip Pull
GUI_SKIP_PUSH,Skip Push
GUI_START,Start
GUI_START_CAMPAIGN,Start Campaign
GUI_START_ROUND_BANNER,Round {0}
GUI_STATS,Base Stats
GUI_STEAM_FRIENDS,Friends
GUI_SUMMONED_ALLIES,Summoned Allies
GUI_SUMMON_CARD,Hero Summon Card
GUI_ScenarioGoldCollected,The amount of gold collected from this scenario.
GUI_TAKE_DAMAGE,Receive Damage
GUI_TAKE_DAMAGE_BURN,Burn 1 Available Card
GUI_TAKE_DAMAGE_DISCARD,Burn 2 Discarded Cards
GUI_TOOLTIP_ABILITY_CHOOSING_1,Activate one half of either card
GUI_TOOLTIP_ABILITY_CHOOSING_2,Activate alternate half of remaining card
GUI_TOOLTIP_ACTIVEBONUS_TARGET_SELECTION_137,Choose target to add +3 Attack <sprite name=Attack>
GUI_TOOLTIP_ATTACK_MODIFIERS,"Attack Modifier Deck: Whenever the character attacks, one of the remaining modifiers is drawn and the attack result is modified accordingly. Pips indicate the number of cards in the deck and currently available"
GUI_TOOLTIP_CONSUMING_AVAILABLE,"Click here to augment this action, consuming the element in the process."
GUI_TOOLTIP_CONSUMING_CLICKED,"This action will be augmented. Click again to cancel, and free up the element."
GUI_TOOLTIP_CONSUMING_DISABLED,"This action can be augmented by consuming element(s). You can only do this during the character's turn, and only if the required element has already been infused."
GUI_TOOLTIP_CONSUMING_UNAVAILABLE,"This action can be augmented by consuming element(s). First, infuse the required element(s) by using certain other actions."
GUI_TOOLTIP_DEAL_DAMAGE,"Choose to take damage, lose one available card or lose two discarded cards"
GUI_TOOLTIP_DEAL_DAMAGE_MANDATORY_USE,must be used if damage is remaining
GUI_TOOLTIP_ELEMENT_INERT,There are currently no elements available for use. Elements can be infused using certain actions.
GUI_TOOLTIP_ELEMENT_INFUSING,Element Infusing. This element is available for use after the current character's turn ends.
GUI_TOOLTIP_ELEMENT_STRONG,"Element Strong. This element is available to be used for the rest of this round and the whole of the next round. Once used, it is unavailable for other characters."
GUI_TOOLTIP_ELEMENT_WANING,"Element Waning. This element can be used for the rest of this round. Once used, it is unavailable for other characters."
GUI_TOOLTIP_LONG_REST,"Select an ability card to lose, then gain 2 health"
GUI_TOOLTIP_SELECT_DESTROY_OBSTACLE,Choose an obstacle to destroy
GUI_TOOLTIP_SELECT_DESTROY_OBSTACLES,Choose obstacles to destroy
GUI_TOOLTIP_SELECT_RECOVER_CARD,Choose 1 discarded card to recover
GUI_TOOLTIP_SELECT_RECOVER_CARDS,Choose {0} discarded cards to recover
GUI_TOOLTIP_SELECT_RECOVER_DISCARDED_CARD,Choose 1 discarded card to recover
GUI_TOOLTIP_SELECT_RECOVER_DISCARDED_CARDS,Choose {0} discarded cards to recover
GUI_TOOLTIP_SELECT_RECOVER_LOST_CARD,Choose 1 lost card to recover
GUI_TOOLTIP_SELECT_RECOVER_LOST_CARDS,Choose {0} lost cards to recover
GUI_TOOLTIP_SHIELDS,Shield: A Shielded character reduces all incoming attacks by X points of attack. Multiple shield bonuses stack. Shield bonuses only apply to Attack abilities and do not stop other forms of damage.
GUI_TOOLTIP_SHORT_REST,Lose 1 discarded card at random in order to recover all other discarded cards
GUI_TOOLTIP_SHORT_REST_WARNING,Requires 2 or more discarded cards
GUI_TOOLTIP_SINGLE_TARGET,Select a single target
GUI_TOOLTIP_START_TURN,"For each hero, select two ability cards or choose to rest"
GUI_TOOLTIP_TITLE_ABILITY_CHOOSING,Ability Selection
GUI_TOOLTIP_TITLE_DEAL_DAMAGE,Deal Damage Phase
GUI_TOOLTIP_TITLE_START_TURN,Start Turn
GUI_TOTAL_GOLD,Total Party Gold
GUI_TRAVEL,Travel
GUI_TUTORIAL,Tutorial
GUI_TUTORIAL_01_DESCRIPTION,Melee Attacking & Moving
GUI_TUTORIAL_01_INSTRUCTIONS,The Cragheart only has two ability cards for this round. You must now activate the top of one card and the bottom of the other card (In either order) to Kill the Bandit Guard.
GUI_TUTORIAL_01_TITLE,Melee Attacking & Moving
GUI_TUTORIAL_EXIT,Exit Tutorial
GUI_TUTORIAL_VICTORY,Victory!
GUI_TUTORIAL_VICTORY_INFO,"Congratulations, you have survived the Tutorial, but now it is time to take what you have learned into battle! Head towards 'New Adventure' to pick a party and get started.

For more information about the rules of Gloomhaven, check out the 'How to Play' section in the Main Menu or even in-game via the Pause Menu.

Good Luck!"
GUI_UNDO,Undo
GUI_UNDO_WAYPOINT,Undo Waypoint
GUI_UNEQUIPPED,Unequipped
GUI_UNKNOWN,Unknown
GUI_UPLOAD,Upload
GUI_USE_ITEM_ATTACK_TIP,Toggle the displayed items to add their effects to the attack
GUI_USE_ITEM_MOVEMENT_TIP,Toggle the displayed items to add their effects to the movement
GUI_USE_ITEM_TITLE,Use Item
GUI_VIEW_ALT_CARDS_TIP,Hold Alt to view all cards
GUI_VISIT_WORKSHOP,Visit Workshop
GUI_WARNING_EQUIP_MAX_CARDS,You cannot equip more cards!
GUI_WRONG_INVENTORY,Incorrect Ability Cards
GUI_XPBar,The Experience Bar shows your progress to the next level. You may level up on the Map or the Party Selection Screen.
Gain,Gain
GiantRat,Giant Rat
GiantToad,Giant Toad
GiantViper,Giant Viper
GiantViperElite,Giant Viper Elite
GibbetHill,Gibbet Hill
GibbetHill_DESCR,"To the east of Demonsgate sits Gibbet Hill, sitting as a stark warning to the bandits who plague the area."
Glossary_Air,"Infuse Element - Air: Infuses the battlefield with the Air element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Any,"Infuse Element - Any: Infuses the battlefield with the element of your choice, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round.. A Monster with an Any Element infusion on their card choose a random element to infuse."
Glossary_Attack,"Attack: An ""Attack X"" ability allows a character to Attack an enemy within Range with a base value of X."
Glossary_AttackDefault,"Default Attack: Perform an ""Attack 2"" action instead of using the top action. This action will Discard the card."
Glossary_AttackersGainDisadvantage,Attackers Gain Disadvantage: Any characters that attack this character gain Disadvantage on their attacks.
Glossary_Bless,"Bless: A Blessed character adds a BLESS (x2) card into their attack modifier deck. When drawn, the attack deals double damage, and the BLESS card is removed from the deck."
Glossary_ConsumeAir,Consume Element - Air
Glossary_ConsumeAny,Consume Element - Any Element
Glossary_ConsumeDark,Consume Element - Dark
Glossary_ConsumeEarth,Consume Element - Earth
Glossary_ConsumeFire,Consume Element - Fire
Glossary_ConsumeIce,Consume Element - Ice
Glossary_ConsumeLight,Consume Element - Light
Glossary_Curse,"Curse: A Cursed character adds a CURSE (x0) card into their attack modifier deck. When drawn, the attack deals no damage, and the CURSE card is removed from the deck."
Glossary_Dark,"Infuse Element - Dark: Infuses the battlefield with the Dark element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Disarm,Disarm: A Disarmed character cannot perform any attack abilities. The Disarm condition is removed at the end of the affected character's next turn.
Glossary_DotHex,The dot indicates that this area effect can be enhanced later on to add another hex to the affected area in this slot.
Glossary_Earth,"Infuse Element - Earth: Infuses the battlefield with the Earth element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_EnhancementDot,Enhancement Dot: Denotes that this ability or area effect can be augmented by an enhancement.
Glossary_Enhancement_Air,Air element enhancement
Glossary_Enhancement_AnyElement,Any element enhancement
Glossary_Enhancement_Area,Area Hex Enhancement
Glossary_Enhancement_Bless,Bless enhancement
Glossary_Enhancement_Curse,Curse enhancement
Glossary_Enhancement_Dark,Dark element enhancement
Glossary_Enhancement_Disarm,Disarm enhancement
Glossary_Enhancement_Earth,Earth element enhancement
Glossary_Enhancement_Fire,Fire element enhancement
Glossary_Enhancement_Ice,Ice element enhancement
Glossary_Enhancement_Immobilize,Immobilize enhancement
Glossary_Enhancement_Jump,Jump enhancement
Glossary_Enhancement_Light,Light element enhancement
Glossary_Enhancement_Muddle,Muddle enhancement
Glossary_Enhancement_NoEnhancement,No enhancement
Glossary_Enhancement_PlusAttack,Attack +1 Enhancement
Glossary_Enhancement_PlusHeal,Heal +1 Enhancement
Glossary_Enhancement_PlusMove,Move +1 Enhancement
Glossary_Enhancement_PlusPierce,Pierce +1 Enhancement
Glossary_Enhancement_PlusPull,Pull +1 Enhancement
Glossary_Enhancement_PlusPush,Push +1 Enhancement
Glossary_Enhancement_PlusRange,Range +1 Enhancement
Glossary_Enhancement_PlusRetaliate,Retaliate +1 Enhancement
Glossary_Enhancement_PlusRetaliateRange,Retaliate Range +1 Enhancement
Glossary_Enhancement_PlusShield,Shield +1 Enhancement
Glossary_Enhancement_PlusTarget,Target +1 Enhancement
Glossary_Enhancement_Poison,Poison enhancement
Glossary_Enhancement_Strengthen,Strengthen enhancement
Glossary_Enhancement_SummonAttack,Summon Attack Enhancement
Glossary_Enhancement_SummonHP,Summon Health Enhancement
Glossary_Enhancement_SummonMove,Summon Move Enhancement
Glossary_Enhancement_SummonRange,Summon Range Enhancement
Glossary_Enhancement_Wound,Wound enhancement
Glossary_Fire,"Infuse Element - Fire: Infuses the battlefield with the Fire element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Flying,"Flying: Characters with the Flying trait can completely ignore all characters, obstacles, terrain effects and traps on hexes during their movement, including the last hex moved onto. However, the last hex cannot be occupied by a character. Figures that lose flying while occupying an obstacle take damage as if they had sprung a trap and move to the nearest empty hex."
Glossary_GreyHex,"Grey hex indicates the users location, meaning that the pattern is a melee attack area effect and thus can only be rotated about this hex."
Glossary_Heal,"Heal: A ""Heal X"" ability allows a character to restore X hit points to a target within the ability's range."
Glossary_HitArea,"Indicates the attack's area of effect. Red hexes denote the tiles to be targeted, and a grey hex denotes the location of the attacker in the case of melee attack area effects."
Glossary_Ice,"Infuse Element - Ice: Infuses the battlefield with the Ice element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Immobilize,Immobilize: An Immobilized character cannot perform any move abilities. The Immobilize condition is removed at the end of the affected character's next turn.
Glossary_Initiative,"Initiative: Determines when this character will act in the round, using the value from the first card of the pair selected in the case of player characters."
Glossary_Invisible,Invisible: An Invisible character cannot be focused on nor targeted by the enemy but can be damaged by non targeted damage. Invisibility does not affect interactions with allies. The Invisible condition is removed at the end of the affected character's next turn. Monsters treat invisible characters as if they were obstacles.
Glossary_Jump,"Jump: A Move specified as being a Jump allows a character to ignore all characters, obstacles, terrain effects and traps on hexes during their movement. The last hex entered will be treated as if a normal Move."
Glossary_Light,"Infuse Element - Light: Infuses the battlefield with the Light element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Loot,"Loot: A ""Loot X"" ability allows a character to pick up every gold token and treasure tile within range X and line-of-sight, unaffected by monsters or obstacles."
Glossary_Lost,"Burned: Denotes that this card will not go to the discarded pile after usage but rather the burned pile, from which cards cannot be recovered by resting (but can be by certain Recover abilities)."
Glossary_Move,"Move: A ""Move X"" ability allows a character to move up to X hexes on the map."
Glossary_MoveDefault,"Default Movement: Perform a ""Move 2"" action instead of using the bottom action. This action will Discard the card."
Glossary_Muddle,Muddle: A Muddled character gains Disadvantage on all of its attacks. The Muddle condition is removed at the end of the affected character's next turn.
Glossary_NoEnhancement,This ability can be enhanced later on to become more powerful.
Glossary_PermanentlyLost,Permanently Burned: Denotes that this card cannot be recovered from the burned pile by any means.
Glossary_Persistent,Persistent: Denotes that this effect lasts indefinitely or until conditions specified on the card are met.
Glossary_Pierce,"Pierce: A ""Pierce X"" attack effect allows up to X points of a target's Shield bonus to be ignored for the attack."
Glossary_Poison,Poison: Enemies add +1 Attack to all of their attacks against a Poisoned character. A Heal ability will cure Poison but have no other effect.
Glossary_Pull,"Pull: A ""Pull X"" attack effect or ability causes the target to be forced to move closer by up to X hexes. The direction is specified by the controller of the ability/effect, and each hex moved must put the target one hex closer. Targets can be pulled through allies, but not enemies or obstacles."
Glossary_Push,"Push: A ""Push X"" attack effect or ability causes the target to be forced away up to X hexes. The direction is specified by the controller of the ability/effect, and each hex moved must put the target one hex further away. Targets can be pushed through allies, but not enemies or obstacles."
Glossary_Range,"Range: An ability accompanied by ""Range X"" means that the target must be within X hexes. Any ability with a specified range can only be performed on a character within line-of-sight."
Glossary_Recover,Recover: Allows a player character to return a specified number of cards from their specified discard or burned pile to their hand.
Glossary_RedHex,Red hexes indicate the attack's area of effect - targets on a red hex in the pattern will be hit.
Glossary_Refresh,Refresh: Allows a player character to regain an amount or even all of their spent and/or consumed Item cards.
Glossary_Retaliate,"Retaliate: A Retaliating character inflicts X direct damage to any attackers within Range. If a range is not specified, then it only applies to adjacent attackers. Multiple retaliate bonuses stack."
Glossary_Round,Round: Denotes that this effect lasts until the end of the round.
Glossary_Self,This ability targets the character themselves
Glossary_Shield,Shield: A Shielded character reduces all incoming attacks by X points of attack. Multiple shield bonuses stack. Shield bonuses only apply to Attack abilities and do not stop other forms of damage.
Glossary_Strengthen,Strengthen: The Strengthened character gains Advantage on all of their attacks. The Strengthen condition is removed at the end of the affected character's next turn.
Glossary_Stun,"Stun: A Stunned character cannot perform <i>any</i> abilities nor use items on its turn. The Stun condition is removed at the end of the affected character's next turn. Characters must still select two cards or rest for the turn, however the actions are not played and the cards are simply discarded, a Long Rest performs as normal."
Glossary_Summon,"Summon: Summons a specified allied figure to the board, in an empty hex adjacent to the caster. If there are no available adjacent hexes, the summon ability cannot be used. Summons act just before the caster's turn each round, always autonomously performing a ""Move X, Attack Y"" action where X and Y are their base move and attack values respectively. It is possible to have multiple summons active at the same time."
Glossary_Summon_Health,Health: The number of hit points the Summon will start with.
Glossary_Target,"Target: An ability accompanied by ""Target X"" means that the character can choose up to X different targets within range for the ability."
Glossary_Trap,Trap: A trap occupies a tile and is sprung when a character enters the hex with normal movement or forced movement (such as Push/Pull).
Glossary_Wound,Wound: A Wounded character suffers one damage at the start of each of its turns. Heal abilities will cure the Wound but have no other effect.
Glossary_XP,XP: This is the symbol that represents experience points.
Glossary_XP1,1XP: Grants one experience point to the player character.
Glossary_XP2,2XP: Grants two experience points to the player character.
Glossary_XP3,3XP: Grants three experience points to the player character.
Glossary_XP6,6XP: Grants six experience points to the player character.
Glossary_XPArrow,"XP Tracker: This tracker shows how the XP will be granted over the course of the active ability's duration. Each instance of the ability activating will move along to the next XP slot on the tracker, granting the XP bonus of the slot most recently occupied. You can check the XP tracker for any active abilities by hovering over them next to the character's avatar in the initiative track at the top of the screen."
Gold,Gold
GoldPile,Gold Pile
GreatOak,Great Oak
GreenAdder,Green Adder
Hammerholm,Hammerholm
Hard,Hard
HarrowerInfester,Harrower Infester
HarrowerInfesterElite,Harrower Infester Elite
Heal,Heal
HealingSprite,Healing Sprite
Health,Health
HighCultist,High Cultist
Hound,Hound
HoundElite,Hound Elite
HoundHill,Hound Hill
HoundHill_DESCR,"Packs of wild dogs in this area have given this hill its moniker, keep a fire lit at night and you may pass the night unmolested."
HuntersCabin,Hunter's Cabin
HuntersCabin_DESCR,This cabin sits on the edge of a nearby swamp and is often frequented by those who use the surrounding landscape to eke out a living. They won't mind you staying here for the night
ITEM_NAME_AmuletofLife,Amulet of Life
ITEM_NAME_AncientDrill,Ancient Drill
ITEM_NAME_BlackCenser,Black Censer
ITEM_NAME_BlackKnife,Black Knife
ITEM_NAME_BlinkingCape,Blinking Cape
ITEM_NAME_BloodyAxe,Bloody Axe
ITEM_NAME_BloodyAxe_COMBAT_LOG,Attack gains +1
ITEM_NAME_BootsofDashing,Boots of Dashing
ITEM_NAME_BootsofSprinting,Boots of Sprinting
ITEM_NAME_BootsofStriding,Boots of Striding
ITEM_NAME_BrilliantBlade,Brilliant Blade
ITEM_NAME_Chainmail,Chainmail
ITEM_NAME_CircletofElements,Circlet of Elements
ITEM_NAME_CloakofInvisibility,Cloak of Invisibility
ITEM_NAME_CuriousGear,Curious Gear
ITEM_NAME_DoomPowder,Doom Powder
ITEM_NAME_DoomedCompass,Doomed Compass
ITEM_NAME_DrakescaleArmor,Drakescale Armor
ITEM_NAME_Eagle-EyeGoggles,Eagle-Eye Goggles
ITEM_NAME_EmpoweringTalisman,Empowering Talisman
ITEM_NAME_FrigidBlade,Frigid Blade
ITEM_NAME_FueledFalchion,Fueled Falchion
ITEM_NAME_GiantRemoteSpider,Giant Remote Spider
ITEM_NAME_HawkHelm,Hawk Helm
ITEM_NAME_HeaterShield,Heater Shield
ITEM_NAME_HeavyBasinet,Heavy Basinet
ITEM_NAME_HelixRing,Helix Ring
ITEM_NAME_HideArmor,Hide Armor
ITEM_NAME_HookedChain,Hooked Chain
ITEM_NAME_InfernoBlade,Inferno Blade
